PI144134	SORBI_3010G000600	1
PI144134	SORBI_3010G000900	1
PI144134	SORBI_3010G001100	1
PI144134	SORBI_3010G001300	2
PI144134	SORBI_3010G001400	1
PI144134	SORBI_3010G001600	1
PI144134	SORBI_3010G002201	2
PI144134	SORBI_3010G002400	1
PI144134	SORBI_3010G002500	1
PI144134	SORBI_3010G002700	2
PI144134	SORBI_3010G002800	2
PI144134	SORBI_3010G003100	1
PI144134	SORBI_3010G003300	2
PI144134	SORBI_3010G003600	1
PI144134	SORBI_3010G003700	1
PI144134	SORBI_3010G004800	5
PI144134	SORBI_3010G004900	2
PI144134	SORBI_3010G005000	1
PI144134	SORBI_3010G005200	1
PI144134	SORBI_3010G005300	2
PI144134	SORBI_3010G005600	3
PI144134	SORBI_3010G005900	1
PI144134	SORBI_3010G006300	1
PI144134	SORBI_3010G006400	4
PI144134	SORBI_3010G006800	4
PI144134	SORBI_3010G006900	4
PI144134	SORBI_3010G007000	5
PI144134	SORBI_3010G007300	6
PI144134	SORBI_3010G007400	9
PI144134	SORBI_3010G007600	4
PI144134	SORBI_3010G008000	4
PI144134	SORBI_3010G008400	26
PI144134	SORBI_3010G008433	11
PI144134	SORBI_3010G008466	1
PI144134	SORBI_3010G008500	30
PI144134	SORBI_3010G008700	1
PI144134	SORBI_3010G009200	4
PI144134	SORBI_3010G009400	2
PI144134	SORBI_3010G009532	3
PI144134	SORBI_3010G009600	31
PI144134	SORBI_3010G009700	11
PI144134	SORBI_3010G009800	6
PI144134	SORBI_3010G009900	2
PI144134	SORBI_3010G010000	1
PI144134	SORBI_3010G010100	228
PI144134	SORBI_3010G010201	1
PI144134	SORBI_3010G010300	1
PI144134	SORBI_3010G010500	1
PI144134	SORBI_3010G011100	2
PI144134	SORBI_3010G011200	1
PI144134	SORBI_3010G011300	1
PI144134	SORBI_3010G011500	3
PI144134	SORBI_3010G011700	6
PI144134	SORBI_3010G011800	1
PI144134	SORBI_3010G011900	2
PI144134	SORBI_3010G012001	1
PI144134	SORBI_3010G012100	3
PI144134	SORBI_3010G012400	1
PI144134	SORBI_3010G012600	2
PI144134	SORBI_3010G012700	2
PI144134	SORBI_3010G013300	1
PI144134	SORBI_3010G013500	2
PI144134	SORBI_3010G013700	2
PI144134	SORBI_3010G014200	7
PI144134	SORBI_3010G014300	1
PI144134	SORBI_3010G014400	1
PI144134	SORBI_3010G014500	5
PI144134	SORBI_3010G014600	10
PI144134	SORBI_3010G014800	6
PI144134	SORBI_3010G014850	2
PI144134	SORBI_3010G015200	1
PI144134	SORBI_3010G015500	6
PI144134	SORBI_3010G015900	2
